Team,Year,Split,G,Cmp,Att,Pct,Yds,TD,Avg,Plays,Pass,Rush,Pen,Tot,No.,Fum,Int
Western Kentucky,2024,Difference,,+8.2,-12.8,+5.0,-3.6,-0.9,-0.2,-2.1,+4.1,-5.2,+0.3,+0.3,-1.0,+0.2,+0.2
Western Kentucky,2023,Offense,13,26.4,27.5,63.6,36.8,0.9,5.8,68.9,13.0,5.5,1.7,1.8,4.5,0.7,1.1
Western Kentucky,2023,Defense,13,19.3,39.2,58.4,53.8,1.8,5.8,72.2,9.8,10.2,1.2,2.0,6.3,0.8,1.2
Western Kentucky,2023,Difference,,+7.1,-11.7,+5.2,-17.0,-0.9,0.0,-3.3,+3.2,-4.7,+0.5,-0.2,-1.8,-0.1,-0.1
Western Kentucky,2022,Offense,14,28.6,29.6,64.4,57.5,1.1,6.7,74.1,14.9,8.1,1.7,1.6,6.2,0.7,0.9
Western Kentucky,2022,Defense,14,22.1,37.6,62.2,58.9,1.2,5.2,73.2,11.5,8.3,1.9,2.3,6.6,0.9,1.4
Western Kentucky,2022,Difference,,+6.5,-8.0,+2.2,-1.4,-0.1,+1.5,+0.9,+3.4,-0.2,-0.2,-0.7,-0.4,-0.2,-0.5
Western Michigan,2024,Offense,13,16.3,37.2,65.6,39.2,2.2,6.0,62.1,8.7,9.4,1.4,1.0,4.2,0.3,0.7
Western Michigan,2024,Defense,13,16.2,38.5,61.3,38.7,2.2,6.4,64.9,9.5,10.1,1.6,1.6,4.6,1.0,0.6
Western Michigan,2024,Difference,,+0.1,-1.3,+4.3,+0.5,0.0,-0.4,-2.8,-0.8,-0.7,-0.2,-0.6,-0.4,-0.7,+0.1
Western Michigan,2023,Offense,12,20.6,39.9,62.8,62.7,1.8,5.0,72.7,8.9,8.6,2.3,1.1,7.2,0.3,0.8
Western Michigan,2023,Defense,12,18.3,34.3,60.9,59.4,1.8,6.1,64.4,9.7,8.5,2.2,1.4,6.6,0.7,0.8
Western Michigan,2023,Difference,,+2.3,+5.6,+1.9,+3.3,0.0,-1.1,+8.3,-0.8,+0.1,+0.1,-0.3,+0.6,-0.4,0.0
Western Michigan,2022,Offense,12,13.9,38.8,49.9,62.9,1.2,4.5,66.7,7.6,7.0,2.2,1.8,6.7,0.7,1.1
Western Michigan,2022,Defense,12,16.9,35.6,57.8,59.0,1.5,5.4,64.8,8.8,7.1,2.3,2.1,6.8,1.2,0.9
Western Michigan,2022,Difference,,-3.0,+3.2,-7.9,+3.9,-0.3,-0.9,+1.9,-1.2,-0.1,-0.1,-0.3,-0.1,-0.5,+0.2
Wisconsin,2024,Offense,12,17.3,35.2,57.0,37.5,1.6,5.3,65.6,8.2,8.7,1.9,1.5,5.3,0.7,0.8
Wisconsin,2024,Defense,12,16.8,35.7,62.5,46.6,1.7,5.5,62.6,8.3,8.8,1.1,1.0,5.7,0.7,0.3
Wisconsin,2024,Difference,,+0.5,-0.5,-5.5,-9.1,-0.1,-0.2,+3.0,-0.1,-0.1,+0.8,+0.5,-0.4,0.0,+0.5
Wisconsin,2023,Offense,13,21.6,34.9,59.9,48.1,1.7,5.4,71.0,10.2,8.7,1.2,1.3,5.6,0.9,0.4
Wisconsin,2023,Defense,13,19.5,35.2,60.9,47.7,1.0,5.1,67.2,9.8,7.4,1.3,1.3,5.6,0.3,1.0
Wisconsin,2023,Difference,,+2.1,-0.3,-1.0,+0.4,+0.7,+0.3,+3.8,+0.4,+1.3,-0.1,0.0,0.0,+0.6,-0.6
Wisconsin,2022,Offense,13,14.5,38.5,57.7,57.8,1.6,5.7,63.6,8.5,7.9,1.6,1.4,6.2,0.5,0.8
Wisconsin,2022,Defense,13,17.1,34.1,59.0,43.8,1.1,4.8,63.0,9.1,5.4,1.5,1.5,4.5,0.2,1.3
Wisconsin,2022,Difference,,-2.6,+4.4,-1.3,+14.0,+0.5,+0.9,+0.6,-0.6,+2.5,+0.1,-0.1,+1.7,+0.3,-0.5
Wyoming,2024,Offense,12,15.1,38.3,52.2,49.8,1.2,4.9,67.3,8.1,7.2,2.1,1.3,5.5,0.4,0.9
Wyoming,2024,Defense,12,17.6,35.0,61.7,58.8,1.8,6.5,63.5,9.8,8.7,1.5,0.9,7.1,0.4,0.5
Wyoming,2024,Difference,,-2.5,+3.3,-9.5,-9.0,-0.6,-1.6,+3.8,-1.7,-1.5,+0.6,+0.4,-1.6,0.0,+0.4
Wyoming,2023,Offense,13,14.5,36.0,62.2,33.4,1.5,5.5,59.4,7.9,8.8,1.8,0.8,3.9,0.4,0.5
Wyoming,2023,Defense,13,19.5,34.8,58.4,40.8,0.9,5.2,68.2,11.0,7.8,1.0,1.7,4.6,0.8,0.8
Wyoming,2023,Difference,,-5.0,+1.2,+3.8,-7.4,+0.6,+0.3,-8.8,-3.1,+1.0,+0.8,-0.9,-0.7,-0.4,-0.3
Wyoming,2022,Offense,13,12.0,36.8,51.3,37.5,1.2,5.2,60.2,6.2,8.6,1.2,1.2,4.3,0.3,0.9
Wyoming,2022,Defense,13,20.1,35.9,60.3,48.8,1.3,5.4,69.2,9.3,8.8,1.5,1.1,5.2,0.6,0.5
Wyoming,2022,Difference,,-8.1,+0.9,-9.0,-11.3,-0.1,-0.2,-9.0,-3.1,-0.2,-0.3,+0.1,-0.9,-0.3,+0.4
